date,location,category,status,image_URL,target_URL
8/2/23,Kearney,"Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/3/23,Davis,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/3/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/3/23,Kearney,"Drone Imaging, Drone Imaging CP,  Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/3/23,Kearney,"Flowering Scoring CP, Flowering Time Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/7/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/10/23,Kearney,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/10/23,Kearney, Flowering Scoring CP,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/11/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/14/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum, Plant Height CB",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/16/23,Davis,Flowering Scoring CP,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/17/23,Kearney,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/17/23,Kearney,"Flowering Scoring CP, Plant Height CB",Processed,,https://ucdavis.app.box.com/folder/222328832434
8/18/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum, Plant Height CP",Processed,,https://ucdavis.app.box.com/folder/222328832434
8/21/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum",Processed,,https://ucdavis.app.box.com/folder/222328832434
8/23/23,Kearney,"Flowering Scoring CP, Plant Height CP",Processed,,https://ucdavis.app.box.com/folder/222328832434
8/25/23,Davis,Flowering Time Sorghum,Processed,,https://ucdavis.app.box.com/folder/222328832434
8/28/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum, Plant Height CP",Processed,,https://ucdavis.app.box.com/folder/222328832434
9/1/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum",Processed,,https://ucdavis.app.box.com/folder/222328832434
9/1/23,Kearney,"Flowering Scoring CP, Flowering Time Sorghum",Processed,,https://ucdavis.app.box.com/folder/222328832434
9/5/23,Davis,Flowering Time Sorghum,Processed,,https://ucdavis.app.box.com/folder/222328832434
9/11/23,Davis,Flowering Time Sorghum,Processed,,https://ucdavis.app.box.com/folder/222328832434
9/12/23,Davis,Harvest CB,Processed,,https://ucdavis.app.box.com/folder/222328832434
9/17/23,Davis,Harvest CB,Processed,,https://ucdavis.app.box.com/folder/222328832434
9/22/23,Davis,"Flowering Time Sorghum, Harvest CB",Processed,,https://ucdavis.app.box.com/folder/222328832434
9/28/23,Davis,"Plant Height CP, Plant Height Sorghum",Processed,,https://ucdavis.app.box.com/folder/222328832434
9/28/23,Kearney,"Plant Height CP, Plant Height Sorghum",Processed,,https://ucdavis.app.box.com/folder/222328832434
10/13/23,Kearney,Harvest CB,Processed,,https://ucdavis.app.box.com/folder/222328832434
10/17/23,Kearney,Harvest CB,Processed,,https://ucdavis.app.box.com/folder/222328832434
10/19/23,Kearney,Harvest CB,Processed,,https://ucdavis.app.box.com/folder/222328832434
10/20/23,Davis,"Harvest CB, Harvest CP",Processed,,https://ucdavis.app.box.com/folder/222328832434
10/20/23,Kearney,"Harvest CB, Harvest CP",Processed,,https://ucdavis.app.box.com/folder/222328832434
10/27/23,Davis,Harvest CB,Processed,,https://ucdavis.app.box.com/folder/222328832434
10/30/23,Davis,Harvest CB,Processed,,https://ucdavis.app.box.com/folder/222328832434
11/3/23,Davis,Harvest CB,Processed,,https://ucdavis.app.box.com/folder/222328832434
11/9/23,Davis,Harvest Sorghum,Processed,,https://ucdavis.app.box.com/folder/222328832434
11/10/23,Davis,Harvest Sorghum,Processed,,https://ucdavis.app.box.com/folder/222328832434
